population,literacy_pct,urban_pct,density,risk_band
2370046,66.7,22.7,229,High
2420372,76.3,8,150,Low
1819042,75.4,46.8,369,High
1398083,67.9,19.8,501,Low
3832511,58.2,38.1,383,Low
1820853,80.5,22.7,414,Moderate
993665,78.2,32.2,163,Low
987215,74.3,13.5,200,High
4019794,75.1,33.4,380,Moderate
548091,76.2,16.7,97,Low
3452662,80.5,35.4,344,Moderate
870919,58.9,28.0,360,Low
2862341,84.8,35.8,198,Moderate
1627665,68.4,18.3,279,High
1413146,68.5,34.4,295,Low
5087709,68.0,16.7,430,Low
1187561,47.1,11.5,235,Low
1165149,82.8,18.6,212,Low
7673767,83.0,77.2,7294,Critical
1475469,93.8,20.5,184,Moderate
1361925,88.0,27.6,547,Moderate
2156592,69.6,22.3,371,Moderate
440840,86.9,9.5,95,Low
1434538,64.9,20.2,391,Moderate
2099860,93.2,32.9,143,Low
1522373,57.8,11.6,215,Low
974069,69.7,23.8,360,Moderate
1538405,75.4,25.3,677,Low
1724353,68.8,24.5,265,Low
2137301,89.1,62.1,605,Moderate
1683635,67.4,34.6,307,Low
968011,80.8,69.3,699,Critical
2270146,78.2,62.5,480,High
4130549,67.5,43.5,721,Moderate
2623395,78.5,53.9,660,High
1535443,88.7,47.2,656,High
3063155,76.0,46.0,222,Low
2551585,61.2,35.3,387,Low
3726270,64.8,16.0,376,Moderate
2689484,98.3,67.2,246,High
1628564,62.5,36.9,191,Moderate
1597299,84.7,41.4,836,Critical
1814721,53.6,28.5,376,Low
1786701,82.4,21.8,427,Moderate
1997822,77.4,13.8,224,Low
1689741,75.9,8,400,Low
988304,71.9,54.3,215,Moderate
1662454,56.6,20.8,289,Low
871592,74.4,8,231,Low
7117792,76.0,20.7,321,Low
1223355,77.5,67.2,430,High
2843699,60.2,27.9,154,Moderate
4346600,75.4,28.1,785,High
556443,69.9,35.1,713,Low
2483274,90.3,43.4,400,High
2773506,62.6,36.2,307,Low
3647911,73.2,59.2,816,High
2121805,99,52.1,266,High
1008361,72.7,12.3,430,Low
1420466,66.8,32.4,518,Low
4127099,80.2,18.4,220,Low
1955488,63.1,21.7,517,Moderate
1554061,87.4,31.2,385,Moderate
1350285,88.9,47.7,490,Critical
1752423,60.5,31.1,147,Low
675453,79.3,42.8,328,Moderate
4539013,74.9,44.7,325,Critical
1473188,81.5,49.6,250,Moderate
4552738,81.9,51.9,377,Moderate
2384233,71.8,57.5,278,High
2540610,66.2,25.4,414,Low
1205793,89.7,26.8,286,Moderate
2510039,92.8,33.7,578,High
2508564,53.1,10.4,184,Low
2240699,68.6,23.2,207,Low
1818896,67.1,29.4,270,Moderate
1183374,73.1,29.3,189,Low
1650006,74.0,8,184,Low
2355505,70.7,31.6,352,High
1940186,70.0,16.0,243,Low
1206713,78.1,40.5,203,Moderate
1806276,65.1,44.4,324,Critical
2654549,73.3,19.7,163,Moderate
1157018,98.0,43.0,733,Critical
606611,60.7,29.5,139,Low
1314788,73.1,30.7,492,Moderate
869820,86.0,28.5,403,Low
1319900,50.8,20.2,281,Low
1450773,66.6,26.4,258,Moderate
2417064,68.8,28.0,119,Moderate
1925026,87.1,29.4,299,Moderate
2051259,53.8,27.7,275,Low
1771098,83.2,28.3,188,Moderate
2322701,74.2,36.8,537,High
1262663,76.2,33.2,432,Low
1797732,85.5,16.9,588,Low
1465829,73.9,57.9,164,High
1466316,82.7,47.0,505,High
2681850,74.0,36.0,524,High
883691,71.2,29.4,309,Low
2754817,73.4,20.1,411,High
4532468,84.1,46.7,532,High
4034840,62.2,15.1,324,Moderate
1003547,76.5,36.1,277,High
1091364,80.8,19.4,593,Low
796585,54.2,8,122,Low
1763287,72.2,25.0,419,High
12220446,78.2,85.7,4094,Critical
627450,76.5,51.0,639,Moderate
1652632,84.2,29.2,236,Low
2645157,50.0,30.8,270,Moderate
2019883,67.2,33.7,216,Low
1243243,82.9,43.3,367,Moderate
752203,67.0,27.8,401,Low
3104834,77.6,37.2,392,Moderate
2918784,65.3,13.3,128,High
1514913,78.0,62.6,302,High
3064876,87.7,63.3,730,High
1134405,83.6,46.2,357,Moderate
1334408,75.8,31.0,216,Low
1493788,76.0,11.8,341,Low
632433,73.5,39.6,323,Low
1891296,79.0,25.8,155,Low
2184177,71.4,56.6,258,Moderate
1614793,66.6,28.6,277,Moderate
5253437,70.1,30.7,365,Moderate
1295950,72.3,25.8,204,Moderate
2382484,78.0,27.1,243,Low
1519031,64.1,26.8,389,Moderate
1570713,81.9,20.5,398,Low
1321074,64.4,8,240,Low
4487164,78.7,17.8,278,High
900944,83.4,56.4,278,Low
3073618,73.9,47.1,252,Moderate
1021946,76.8,37.1,153,Moderate
1555373,71.5,30.4,423,Low
1016761,74.1,27.5,166,Low
462366,84.3,16.1,143,Low
1375147,83.8,12.1,195,High
2322203,75.4,17.6,247,Low
3486986,60.8,34.2,209,Low
2252280,79.2,28.0,239,High
2184022,76.0,11.3,442,Moderate
1845973,62.1,49.3,351,Moderate
2297595,95.7,53.2,470,Moderate
1887810,70.2,21.0,173,Low
1102075,66.7,40.2,332,Low
2206722,82.6,30.5,745,Moderate
4725542,75.1,41.7,328,Moderate
826652,66.4,14.2,383,Moderate
2158817,66.2,25.6,196,Moderate
1706955,64.9,14.6,255,Low
2020103,90.5,50.6,162,High
1108531,67.5,22.6,197,Low
3428777,70.6,27.5,382,Moderate
905312,49.4,13.2,180,Low
1764780,78.9,20.7,303,Low
1872247,77.0,42.0,451,High
11161435,85.5,88.8,5715,Critical
2911281,69.7,23.3,325,Low
980851,84.0,32.8,369,Moderate
2957802,64.6,22.2,187,Low
5216254,84.8,85.9,4434,Critical
1396039,79.7,13.6,491,Moderate
2489646,81.8,14.4,407,Low
2688365,72.2,15.7,344,Low
2670230,87.2,39.7,587,Moderate
7789778,91.8,96.3,6541,Critical
1036989,94.0,21.5,436,Low
1678727,71.4,45.9,554,Moderate
2401454,66.6,36.2,408,High
1502691,81.4,22.3,387,Low
3067593,69.7,29.6,207,Moderate
3512373,70.8,20.2,498,Moderate
1404605,76.5,39.3,122,Low
1442818,50.3,30.8,106,Low
2646030,83.9,26.5,563,Low
1331884,80.7,51.7,730,Critical
3330521,70.8,33.4,226,High
3669748,76.5,32.1,264,Moderate
1832326,70.8,24.4,238,Moderate
1923778,76.1,43.6,149,Moderate
7287768,76.5,25.0,596,High
1547108,85.6,22.6,385,High
1652164,72.0,40.4,202,Moderate
2320708,90.1,9.4,222,Moderate
1688423,73.7,25.9,546,Low
931187,62.6,37.6,173,Low
1484804,69.4,42.2,268,Moderate
1529583,64.1,29.6,471,Moderate
3266305,79.4,30.1,285,High
2715494,96.5,55.6,663,High
1033897,83.9,14.1,377,Low
2772293,89.1,55.7,339,High
1625144,74.1,28.0,314,Moderate
4049046,63.5,26.8,452,High
2236852,69.6,30.3,205,Low
1709671,70.0,18.2,189,Low
4110080,74.8,11.2,423,Low
13742025,98.4,99,7871,Critical
2082735,72.9,25.5,485,Moderate
2622344,68.2,31.1,300,Moderate
1327510,70.6,10.8,316,Low
1559846,77.1,14.7,189,Low
8651954,95.0,81.0,5720,Critical
1766736,83.5,50.9,209,Moderate
1077126,64.0,15.9,236,Low
3481627,79.5,22.8,178,Moderate
11517539,91.7,90.9,2737,Critical
7070555,63.0,20.1,223,Moderate
616854,56.1,10.3,287,Low
1257930,73.2,33.7,381,Moderate
2079884,64.3,11.5,166,Low
3079770,84.1,50.8,605,High
1581229,58.3,8,341,Low
1127231,73.2,65.4,230,Moderate
1339654,83.3,46.9,237,Low
1665135,66.1,30.5,274,Low
1556504,84.7,20.5,463,Moderate
759405,91.9,27.1,223,Moderate
11194361,91.6,83.7,5445,Critical
2113078,75.8,22.2,160,Moderate
1479619,69.9,24.7,355,Low
1463154,91.9,35.4,405,High
2376813,67.1,30.3,305,Moderate
1872184,52.4,22.5,293,Low
4030964,78.2,20.8,302,Moderate
1205190,64.5,21.5,247,Low
1930336,56.1,15.2,374,Low
1857474,67.1,33.5,410,High
3446331,71.3,31.6,557,High
2590606,64.5,32.3,430,Moderate
14993921,85.4,84.3,5896,Critical
1830819,65.4,29.0,422,Low
3360898,65.0,42.8,417,Moderate
1308240,87.0,20.4,235,Low
3974685,67.0,29.2,380,Moderate
3963114,77.4,44.5,372,High
1004988,80.8,67.7,452,Critical
918426,85.0,26.7,414,Moderate
14624218,91.5,92.7,4759,Critical
917875,75.5,27.6,472,Low
2331517,69.6,13.4,318,Low
2802682,75.5,24.5,474,Low
3744151,79.4,55.3,440,High
748528,59.7,17.3,270,Moderate
2038414,70.5,21.2,319,Low
595840,56.6,18.8,202,Low
1182661,76.6,41.2,177,High
1020725,53.8,33.0,333,Moderate
756941,70.2,8,374,Low
1781138,82.2,64.7,578,High
2249538,93.6,32.3,664,High
2700858,64.6,34.0,469,Moderate
1414946,60.1,10.6,430,Low
2131216,64.9,14.3,443,Low
1638729,82.2,13.6,308,Moderate
5926078,81.4,83.5,6264,Critical
1359592,63.2,22.9,175,Low
2700246,70.5,18.3,250,Low
1965024,84.0,38.9,250,Moderate
2092786,65.2,18.5,346,Low
374869,84.8,15.8,119,Low
607529,87.6,8,96,Low
11128488,85.0,91.3,3509,Critical
3458438,69.2,42.4,532,Moderate
11506822,96.4,87.3,3190,Critical
1305892,82.2,30.8,83,Low
3674683,68.1,38.8,333,Moderate
2590576,62.7,39.0,263,Moderate
1640701,69.6,8.6,257,Low
3306383,91.7,46.7,261,High
969950,57.3,29.8,229,Moderate
1150918,56.8,22.5,145,Moderate
2293018,77.5,76.2,226,High
772366,80.5,16.3,114,Moderate
1312348,71.2,26.3,669,Moderate
2692650,81.5,43.0,156,Moderate
4194300,75.3,19.4,375,Moderate
713529,71.8,14.2,102,Low
1286977,83.5,32.0,124,Moderate
1503366,74.9,29.5,162,Moderate
1415064,85.5,17.7,264,Low
1390433,72.6,26.2,496,Moderate
550982,76.2,38.3,349,Moderate
1122595,74.6,28.1,291,Low
1523809,77.2,49.0,135,Low
967290,67.9,8,194,Low
1436890,78.3,50.6,537,Moderate
1525927,74.0,23.3,169,Low
928299,79.3,16.8,226,Low
2943333,75.9,8.4,187,Moderate
1484539,61.9,33.2,265,Moderate
658452,70.8,25.0,476,Low
1579928,66.0,29.8,414,Moderate
2162261,77.4,60.7,457,Moderate
1497232,66.0,41.1,429,Moderate
1459174,57.0,27.2,348,Low
1889261,75.3,47.2,363,Moderate
3182254,82.4,51.1,849,High
2318590,72.7,34.0,360,Moderate
3157227,75.9,20.8,187,Moderate
1398823,70.6,10.4,405,Low
985460,79.0,59.2,622,High
917111,82.8,9.0,389,Moderate
8434977,83.6,89.9,3496,Critical
1328535,83.5,23.6,165,Moderate
820007,81.5,27.7,574,Moderate
2761340,66.0,22.3,289,Low
2487462,59.9,24.7,239,Low
1007532,67.4,60.9,485,High
1941121,84.0,39.7,399,High
1945532,71.1,34.5,135,High
1713665,81.0,67.9,757,High
1624256,74.9,8,325,Low
832629,83.2,24.7,146,Low
959598,65.6,17.7,312,Low
2850704,67.3,25.4,353,Low
924584,76.7,25.5,441,Low
2013797,73.1,35.9,202,Moderate
1691232,87.2,55.5,773,High
1804923,70.0,38.8,134,High
1709607,77.2,21.3,182,Moderate
1076850,81.8,22.3,250,Low
1166021,81.0,27.1,184,Low
1642739,63.8,20.6,187,Low
1084658,52.8,8,260,Moderate
2293075,73.7,25.2,340,Moderate
1659904,78.8,25.1,343,Moderate
1722099,74.0,38.7,383,Low
768167,77.9,23.1,154,Low
2058931,65.6,26.1,270,Low
1241100,65.7,13.4,395,Low
1523891,45.8,47.6,121,Low
2158625,67.3,21.9,248,Moderate
1554851,66.7,41.3,808,Low
1470043,70.9,34.2,428,Low
6756918,75.0,19.6,267,High
1447233,74.2,38.4,260,High
1336556,73.1,29.9,436,High
2645172,74.7,27.4,482,Moderate
1864357,86.8,27.7,192,Moderate
1382461,53.7,35.0,148,Moderate
1727030,81.4,18.9,201,Low
3745872,80.1,27.5,231,Moderate
1907054,81.4,43.0,320,High
1939109,60.3,29.5,265,High
1697904,77.1,46.2,601,Critical
1403850,82.3,29.4,666,High
1638072,81.6,45.2,343,Moderate
3833004,61.1,34.4,221,Moderate
951484,94.8,19.8,118,Moderate
2796887,73.0,15.7,470,Low
11612566,79.1,91.5,4389,Critical
1540898,73.8,37.5,588,Moderate
1228529,75.9,30.6,502,Moderate
1220125,72.0,29.4,237,Low
859001,67.6,35.2,172,Low
3244305,87.8,60.1,294,High
2528787,66.4,31.5,168,Low
1566103,61.0,8,279,Low
867215,75.0,14.2,215,Low
2127861,69.6,14.9,386,Low
3520503,66.9,41.3,327,Moderate
1196996,72.9,30.2,443,High
4442789,76.2,44.9,489,Moderate
2159521,75.8,10.3,427,Low
3851519,67.5,42.3,302,Moderate
1533302,68.1,35.9,408,Low
1310958,76.1,30.0,322,High
1665262,75.4,24.7,343,Low
1503812,81.8,27.8,742,Moderate
1129826,66.3,23.3,379,Low
6380100,87.9,99,6249,Critical
1782089,57.6,29.3,205,Moderate
3651277,67.8,29.3,254,Low
1015137,57.9,29.4,256,Moderate
1572148,84.1,30.0,195,Low
2220237,79.7,35.7,247,Moderate
1881134,55.8,21.5,533,Low
2966404,64.7,29.0,321,High
2812781,71.9,35.1,448,Low
2813911,61.0,26.0,199,Low
